source,fact
Alt News,Fact-check: 'Hathras Wali Bhabhi' was seen participating in the farmer movement?
Alt News,Picture of farmers' foot visit in Maharashtra in 2018 shared by telling about recent 'Delhi Chalo' movement
Alt News,Amit Malviya tweeted a part of the video and claimed that the police did not kill the farmers
Alt News,"Article 370 removal was not opposed during farmer demonstrations, old photographs were shared"
Alt News,10 year old video viral from the wrong claim of a Muslim person by changing disguise in farmer performance
Alt News,Fact-check: This video of Khalistan slogans and Pakistan flags of farmer demonstrations?
Alt News,"Old picture viral, claimed that Muslim person involved in the farmers of Punjab wearing a turban"
Alt News,Shaheen Bagh's grandmother joined the recent farmer demonstration? October photo shared with wrong claims
Alt News,Rumor spread about the daughter of Sambit Patra through fake screenshot of ABP News
Alt News,"Fake figures went viral on social media, claimed that more votes were cast in America"
Alt News,Fact-Czech: Did Foxwagen make an advertisement and make a 'joke' of Muslims?
Alt News,The old video of Yogguru BKS Iyangar was shared by telling Narendra Modi's yoga.
Alt News,Fact-check: Savarkar's video footage went viral in Andaman Jail?
Alt News,Fact-check: Rajputs firing after firecrackers were banned in Rajasthan?
Alt News,"Video game clip shared in the name of 'Air Strike' in Pok, is going viral since 2019"
Alt News,Former Pak Major talked about killing Indian soldiers on LOC with a 10 -year -old picture
Alt News,Video of candidate's daughter complaining in MP in the name of tampering EVM in Bihar viral
Alt News,Priyanka Gandhi's old tweet edited and targeted Jawaharlal Nehru
Alt News,"In Kejriwal's clip, talk of deal between Amit Shah and Owaisi in Bihar, viral video of 2016"
Alt News,Tejashwi Yadav's 2018 photo shared in the name of candle march for a woman who was a victim of violence
Alt News,Muslims spit on passengers in Paris's metro? Romania's video shared with the wrong claim
Alt News,Video of 2019 Lok Sabha elections shared with claims of rigging in Bihar elections
Alt News,"Kamla Harris's edited picture viral wearing saree, many IAS officers shared"
Alt News,Fact-Czech: Ahmed Khan of Indian origin Joe Bidon chose his political advisor?
Alt News,Fact-check: JNU and Jamia provide free hostels to Muslim students of Jammu and Kashmir?
Alt News,Fact-check: Turkish President refused to join hands with the President of France?
Alt News,"French teacher's killer did not have a grand funeral, old video shared with wrong claims"
Alt News,Congress shared a video of a child pushing a stretcher in UP hospital
Alt News,A bus filled with BSF soldiers in Bihar was definitely overturned but the news of 9 soldiers being martyred is wrong
Alt News,Wrong reporting of media: 'Pakistan Zindabad' not 'Aziz Khan Zindabad' slogans in Assam
Alt News,Pictures of old events viral with concocted story of arresting Congress leader in Assam
Alt News,A picture of the accused being beaten up in UP police station is viral by beating Arnab Goswami
Alt News,Canada's old video viral by French police claims of killing a Muslim woman
Alt News,The old video of distributing money in Telangana by -elections is being shared by stating the current election
Alt News,"Fact-Check: Shivraj Singh Chauhan said that in Madhya Pradesh, the talk of promoting liquor somewhere?"
Alt News,Boycott hoarding of Chinese products was not released by ITBP
Alt News,The old video of German
Alt News,The 2019 video of people talking about voting for Modi at Tejashwi's rally
Alt News,Viral video of lathicharge in Durga idol immersion
Alt News,Fact-Czech: IAF made fun of Pakistan with Balakot Aircraft Rike?
Alt News,Pictures of Modi's rally held last year in Bihar are viral by telling about Bihar assembly election campaign
Alt News,"'The Wire' did not insult Durga, the matter said in Parliament was presented with wrong claims"
Alt News,Tamil Nadu described the picture of Modi's protest in Kolkata in Anti-CAA demonstration
Alt News,"Congress members wrong claims, sabotage in CAA Protest as a recent attack on media van"
Alt News,It is being told by showing a picture of 2014 that a huge crowd in Yogi Adityanath's rally in Bihar
Alt News,The picture shared by Surendra Poonia has no relation with the murder of a teacher in France
Alt News,"On the basis of selective data, PM Modi brightened India's image in a fight against Covid-19"
Alt News,"People of Iran are not watching 'live war' between Azerbaijan and Armenia, this old video of Russia"
Alt News,Thailand's photo shared by BJP-Jdu claim to distribute liquor during Bihar elections
Alt News,"The wrong claim of BJP and News18, candidate Aftab Alam accused Modi's rally accused of blast"
Alt News,BJP leader in Corona ward came to meet Dilip Ghosh without a mask? 2 year old photo viral
Alt News,"The video of the attack on Nitish Kumar's car is 2 years old, not now"
Alt News,"Not 'Naxal sister -in -law' in the picture with Bhim Army Chief Chandrashekhar, wrong claims went viral"
Alt News,"NCP leader Sanjay Shinde's name not among the accused in the Palghar lynching case, wrong claim viral"
Alt News,Bihar's Urban Development Minister shared by showing Hyderabad flyover in Bihar poster
Alt News,"Shefali Vaidya did not tell fake jewel to Tanishq, fake screenshots went viral"
Alt News,"Digvijay Singh shared that incomplete video of BJP MP, whose truth has been told in 2019 itself."
Alt News,MP Congress shows the video of the mock drill by the claim of Shivraj government to shoot on farmers
Alt News,"BJP worker was driven away wearing PM Modi's mask in Indore, the video shared by stating the video of Bihar"
Alt News,Photo was shared by Goa Congress member as 'Naxal sister -in -law' of Hathras case
Alt News,"Priyanka Gandhi hugs Hathras victim's mother, BJP leaders told the picture of 'Fake Bhabhi'"
Alt News,CCTV footage of murder is viral in the name of killing the IAS officer by RSS member and rape of his daughter
Alt News,TEMC was targeted on TMC by calling the murder of BJP worker in 2018 in Bengal as a recent incident
Alt News,"Opindia targeted Delhi journalist Javed Naqvi as Pakistan, scrolling"
Alt News,Bihar elections: Priyanka Gandhi's picture taken during 2009 general elections is viral by telling recent
Alt News,Video of someone else viral in the name of honoring Hathras victim
Alt News,Fact-check: Priyanka and Rahul Gandhi were seen 'laughing' while going to Hathras?
Alt News,Fact-check: Akhilesh Yadav said that he does not need 'Ram and Hanuman'?
Alt News,"AAP MLA was debated with police, video is being shared in Rahul Gandhi's name"
Alt News,"Fact-check: In Rajasthan, a Muslim person raped a Hindu girl and burnt her alive?"
Alt News,"Women constable died in accident in Punjab, shared by giving pictures of rape and murder"
Alt News,Sri Lankan woman's 'live art' picture is viral by stating that a protest against rape in India
Alt News,The incident of kidnapping imprisoned in CCTV in Karnataka is being shared as UP
Alt News,Fact-check: Yogi Adityanath was watching the process of burning the bodies of Hathras victim?
Alt News,Fact-check: Rahul Gandhi caught the policeman's collar in the shock while going to Hathras?
Alt News,Pictures of Prayagraj's BJP leader by telling Sandeep's father accused in Hathras case viral
Alt News,Video of Greece seafar
Alt News,"Death in 2018 due to negligence of doctors in Chandigarh, girl's picture shared by linking Hathras case"
Alt News,Fact-check: Did Deepika Padukone wear T-shirts with slogans written in support of farmers?
Alt News,"Hathras case: The dead body of the deceased was burnt against the will of the family, misleading doing viral video"
Alt News,Old video of Manmohan Singh and Sonia Gandhi viral due to the claim of disrespecting PM
Alt News,Pictures of demonstrations against gold smuggling in Kerala were shared by linking it to farmer demonstrations
Alt News,"In Haryana, 'Jats blackened BJP leader'? 2016 video is now being shared"
Alt News,Edged picture of Pakistan leader viral in India targeting him
Alt News,Many old videos and photos are being shared in the name of current farmer performance
Alt News,The video shared in China as a shared video is actually from Indonesia.
Alt News,Rohan Gupta of Congress shared old pictures of sleeping shopkeepers while targeting Modi
Alt News,6 wrong claims based on which Sudarshan News made the first episode of 'UPSC Jihad'
Alt News,Video edited to call 'Aloo-Sona' comment as PM Modi
Alt News,'Aloo-Sona' comment to make fun of Rahul Gandhi once again shared
Alt News,The old video of the couple's self -immolation is viral by the farmers performing against the agricultural bill
Alt News,Fact-check: City bus started in US in honor of Baba Saheb Ambedkar?
Alt News,"Shiv Sainiks beat the person in 2019, video went viral by telling the recent incident"
Alt News,The video of throwing a shoe at Shivraj Singh Chauhan is going viral.
Alt News,Amul's 1995 cartoon went viral for Rangeela film amidst Kangana-Urmila controversy
Alt News,A video of the leopard roaming in South Africa's hotel was shared by India
Alt News,"Shiv Sena, who assaulted IDBI employee, was not of Congress, August video viral"
Alt News,The viral picture of Indian soldiers waving the tricolor is not photoshopped but of Mount Kailash
Alt News,Fact-check: Shiv Sena activists who beat up were not the former naval?
Alt News,Pakistani journalist described the 2018 picture as Crash in Ladakh Indian Air Force Mi-17 helicopter
Alt News,Old pictures were viral in the name of clash between farmer and police in Haryana rally
Alt News,Old pictures of plane crash were shared in Rafael Crash with the wrong claim of death of 2 pilots
Alt News,"In the video going viral, the person who dances is not Sanjay Raut but a policeman"
Alt News,Fact-check: Yogi Adityanath's attempt to stop the car during unemployment performance in UP?
Alt News,"Sambit Patra claims to be given biryani to Kasab, government lawyers have told the truth"
Alt News,Video recent of the 2018 performance of railway employees against Piyush Goyal was told
